,Unnamed: 0,STEM.TAG,QUAD,SUBQUAD,X,Y,SPECIES,CENSUS,DIAM,ALIVE,coords.x1,coords.x2,x_trans,y_trans
779,492539,3579,405,13,64.0,93.35,DACEXC,6,88.4,A,265208.030876405,254270.94550804302,202290.65702621226,2028187.380960692
780,492540,3580,405,14,61.52,96.97,GUAGUI,6,44.0,A,265205.566984893,254274.560501792,202288.25997166964,2028191.0442792643
781,492551,3583,405,23,68.56,91.98,FICCIT,6,46.7,A,265212.58002254,254269.570112933,202295.18263274158,2028185.919115205
782,492552,3584,405,23,69.69,90.14,DACEXC,6,32.3,A,265213.70200631,254267.73292034102,202296.27058086725,2028184.0598170694
783,492559,3589,405,31,70.25,84.35,GUAGUI,6,31.3,A,265214.240716993,254261.957784924,202296.70073863032,2028178.2715077337
784,492562,3591,405,32,73.0,89.01,DACEXC,6,55.3,A,265217.003646561,254266.59937853398,202299.55258650356,2028182.8634613624
785,492574,3596,405,42,78.54,89.39,DRYGLA,6,31.2,A,265222.53771748603,254266.96717728602,202305.09648406948,2028183.1271606453
786,492586,4578,406,11,62.64,104.44,DACEXC,6,21.4,A,265206.712030906,254282.00761535,202289.5459615226,2028198.473710736
787,492588,4580,406,12,61.65,106.71,DACEXC,6,66.4,A,265205.73138965,254284.27333848103,202288.60750591574,2028200.7591001769
788,492589,4581,406,12,63.0,108.82,DACEXC,6,37.1,A,265207.08710631,254286.37479324397,202290.00353507983,2028202.8361053239
789,492590,4582,406,12,64.85,107.95,DACEXC,6,36.2,A,265208.931587555,254285.503472219,202291.83256092475,2028201.9295680807
790,492598,4585,406,13,61.48,112.35,MANBID,6,23.4,A,265205.581634138,254289.89810314603,202288.56367397518,2028206.389630368
791,492621,4593,406,32,70.56,107.04,BUCTET,6,65.2,A,265214.63085584104,254284.584491717,202297.51749253867,2028200.902700849
792,492623,4594,406,33,70.59,112.08,MANBID,6,30.8,A,265214.678707675,254289.610510978,202297.6600876177,2028205.930447966
793,492634,4606,406,42,75.89,108.46,DRYGLA,6,26.8,A,265219.958894492,254285.989840733,202302.8748033477,2028202.2083752693
794,492660,5602,407,11,63.98,122.43,DACEXC,6,20.6,A,265208.114132325,254299.94523009102,202291.2868417931,2028216.3942880502
795,492662,5604,407,11,64.47,123.43,DACEXC,6,36.8,A,265208.607038451,254300.941481776,202291.79878086556,2028217.3817718744
796,492663,5605,407,11,64.46,124.86,MANBID,6,43.3,A,265208.602127874,254302.367552282,202291.82074299006,2028218.8086811034
797,492668,5607,407,12,63.42,128.92,DACEXC,6,56.9,A,265207.577906537,254306.41843212603,202290.8723274102,2028222.8809827333
798,492676,5610,407,14,63.57,136.94,PREMON,6,20.2,A,265207.75617927697,254314.415979151,202291.20141318085,2028230.879354768
799,492677,5611,407,14,62.01,138.5,OCOSIN,6,24.4,A,265206.203766449,254315.97481066102,202289.6775654537,2028232.4682583737
800,492688,5620,407,22,69.45,125.37,MANBID,6,42.5,A,265213.587382827,254302.866099095,202296.81800181646,2028219.213538212
801,492693,5616,407,23,66.27,133.75,DACEXC,6,46.6,A,265210.441308207,254311.229354906,202293.82789269614,2028227.640459863
802,492712,5624,407,33,73.06,133.48,CORSUL,6,27.3,A,265217.221429577,254310.946432763,202300.60622955434,2028227.2296132296
803,492731,5630,407,42,78.46,126.82,PSESPU,6,32.5,A,265222.590693478,254304.293957625,202305.85293174558,2028220.472470147
804,492751,5626,407,44,75.57,139.71,OXALAU,6,38.1,A,265219.750247703,254317.15417318,202303.2533603091,2028233.392943801
805,492757,6587,408,12,64.02,146.93,SLOBER,6,27.8,A,265208.241051106,254324.377481205,202291.87427132018,2028240.8369312745
806,492760,6590,408,13,61.49,152.53,EUGDOM,6,25.4,A,265205.734253983,254329.967106892,202289.47150389676,2028246.4767244686
807,492768,6592,408,14,64.33,157.47,PSESPU,6,41.5,A,265208.58805927396,254334.887745984,202292.41953632963,2028251.346155675
808,492769,6593,408,14,61.16,159.6,MANBID,6,63.6,A,265205.429784953,254337.018244005,202289.29976070626,2028253.5372890902
809,492773,6601,408,21,69.81,142.39,GUAGUI,6,38.5,A,265214.007328338,254319.83836563397,202297.55802215054,2028236.186770476
810,492774,6602,408,21,69.44,141.08,GUAGUI,6,44.7,A,265213.633164111,254318.532728609,202297.15905637626,2028234.8875017797
811,492781,6597,408,23,66.85,153.89,PSESPU,6,29.0,A,265211.092040232,254331.31256123897,202294.85744979704,2028247.7219105135
812,492786,6596,408,24,69.0,155.06,INGLAU,6,39.9,A,265213.243369055,254332.47500190398,202297.03181144578,2028248.8444156412
813,492796,6604,408,32,72.02,146.01,SLOBER,6,29.8,A,265216.227275471,254323.443918686,202299.84708035534,2028239.7523731717
814,492797,6605,408,32,72.03,147.69,TETBAL,6,32.1,A,265216.243226082,254325.11925844,202299.89461250434,2028241.4282888183
815,492802,6606,408,33,73.23,151.06,OXALAU,6,29.5,A,265217.453612612,254328.477535056,202301.16892189346,2028244.7655116129
816,492803,6607,408,33,73.12,153.06,DACEXC,6,31.2,A,265217.350856821,254330.47223253103,202301.1037041793,2028246.7631891628
817,492805,6608,408,34,74.75,158.88,DACEXC,6,36.5,A,265218.999375583,254336.27287674602,202302.8624037982,2028252.5358001944
818,492814,6615,408,42,75.75,145.64,DACEXC,6,26.7,A,265219.951061845,254323.067432343,202303.56571967877,2028239.3055119917
819,492815,6613,408,43,79.64,151.45,DACEXC,6,55.4,A,265223.85657609697,254328.853554928,202307.58232146042,2028245.0210587452
820,492827,56105,408,43,75.58,151.56,DENARB,6,20.6,A,265219.802300291,254328.971423656,202303.52814606775,2028245.215395513
821,492833,6609,408,44,76.14,157.43,DACEXC,6,20.1,A,265220.38240222697,254334.824083619,202304.21885011852,2028251.0601847186
822,492842,7611,409,11,60.26,164.7,GUAGUI,6,67.9,A,265204.54907153803,254342.105969584,202288.51446954458,2028258.6442747226
823,492860,7618,409,23,68.45,173.59,INGLAU,6,42.0,A,265212.759870327,254350.95492963897,202296.8963320065,2028267.3431239242
824,492862,46392,409,23,66.43,174.59,CECSCH,6,23.8,A,265210.746073895,254351.956233807,202294.90035259037,2028268.382904069
825,492865,7624,409,31,72.54,160.09,DACEXC,6,66.5,A,265216.796574227,254337.48398335898,202300.6812744686,2028253.7890542594
826,492884,7634,409,33,74.5,174.38,DACEXC,6,67.2,A,265218.804726692,254351.730569381,202302.95896857505,2028268.005247821
827,492886,46346,409,33,71.97,170.06,CECSCH,6,31.1,A,265216.262715055,254347.427593853,202300.3345330677,2028263.7479280024
828,492887,7635,409,34,72.99,175.94,MANBID,6,37.6,A,265217.302248179,254353.28930024302,202301.48507996422,2028269.59310992
829,492888,7636,409,34,73.2,178.43,DACEXC,6,35.6,A,265217.520811424,254355.77200021,202301.75054668076,2028272.0729896578
830,492919,8583,410,11,60.3,181.17,INGLAU,6,31.4,A,265204.647485023,254358.530399351,202288.9224700259,2028275.0754438443
831,492920,8584,410,11,63.31,183.39,GUAGUI,6,78.4,A,265207.661411388,254360.738208813,202291.979581995,2028277.2276077182
832,492921,8585,410,11,62.0,184.08,DACEXC,6,23.5,A,265206.35558176,254361.428940005,202290.68608672684,2028277.9433101392
833,492923,8586,410,12,61.6,186.96,INGVER,6,24.7,A,265205.966330818,254364.30179069602,202290.35077424528,2028280.824999871
834,492933,8589,410,14,61.24,197.42,HOMRAC,6,97.7,A,265205.64393519104,254374.73362510398,202290.2248101937,2028291.268368448
835,492942,8593,410,22,68.06,189.26,DACEXC,6,26.3,A,265212.426008831,254366.58243455,202296.8568133664,2028282.9850969003
836,492943,8594,410,22,65.95,188.36,TETBAL,6,22.2,A,265210.31558591896,254365.68916763397,202294.7284516535,2028282.1311359922
837,492953,8590,410,24,69.0,199.77,DACEXC,6,29.9,A,265213.40208285896,254377.061514036,202298.03088884254,2028293.451263511
838,492957,8597,410,31,72.98,182.87,GUAGUI,6,29.4,A,265217.31686177803,254360.20017989102,202301.62994422112,2028276.5073296018
839,492962,8601,410,32,70.08,187.91,DACEXC,6,32.6,A,265214.438562816,254365.23209707302,202298.844971604,2028281.5961240616
840,492963,8602,410,32,71.06,189.51,DACEXC,6,39.6,A,265215.422955129,254366.82570523102,202299.85991229845,2028283.1720139335
841,492971,8605,410,33,74.44,193.72,ANDINE,6,21.9,A,265218.813459619,254371.01727357603,202303.33118554112,2028287.3018770474
842,492975,8591,410,34,70.04,198.04,GUAGUI,6,75.9,A,265214.434575348,254375.334198791,202299.03136811906,2028291.7035860016
843,492994,8608,410,43,76.96,192.4,SLOBER,6,25.0,A,265221.325463238,254369.695846768,202305.81959940074,2028285.932417297
844,492995,8609,410,43,75.57,191.33,ALCLAT,6,33.5,A,265219.933490972,254368.63160007,202304.40684198838,2028284.8938472143
845,493007,9484,411,11,62.84,202.22,SLOBER,6,22.2,A,265207.258872517,254379.51714692102,202291.93074388301,2028296.0239576153
846,493015,9487,411,12,63.17,206.95,GUAGUI,6,42.6,A,265207.605229781,254384.23341851198,202292.366166507,2028300.736169268
847,493017,9489,411,12,64.27,208.52,ANDINE,6,38.1,A,265208.709357952,254385.79686797602,202293.50033759337,2028302.2796280072
848,493034,9501,411,21,69.04,201.92,GUAGUI,6,33.2,A,265213.449662488,254379.205495273,202298.11889935355,2028295.5954697186
849,493062,9507,411,34,74.6,217.18,PREMON,6,21.0,A,265219.05652891,254394.41215558897,202304.01528832753,2028310.7044165875
850,493088,10603,412,11,62.88,224.63,MANBID,6,38.7,A,265207.378372112,254401.865170561,202292.4714844101,2028318.3814217723
851,493096,10605,412,12,61.93,229.79,DACEXC,6,75.2,A,265206.447937375,254407.01283106802,202291.63757793838,2028323.5493109303
852,493102,10606,412,13,63.98,231.42,PREMON,6,20.3,A,265208.50103050104,254408.634202519,202293.72230235545,2028325.132837136
853,493106,10607,412,14,63.45,235.89,PREMON,6,21.1,A,265207.98759460397,254413.09292335398,202293.29262905387,2028329.6035671935
854,493114,10614,412,21,66.97,221.34,ANDINE,6,28.1,A,265211.451319983,254398.576024523,202296.4845746088,2028315.0137944645
855,493142,10620,412,32,73.65,228.92,GUAGUI,6,39.7,A,265218.149452188,254406.121642307,202303.32841879805,2028322.4371238982
856,493145,10621,412,33,70.11,234.75,ARTALT,6,47.2,A,265214.634798389,254411.94266581102,202299.92163210904,2028328.3274313684
857,493157,10630,412,41,77.7,221.85,PREMON,6,20.4,A,265222.169034174,254399.06301705,202307.2170736451,2028315.2990515023
858,493160,10628,412,42,77.11,227.35,CORSUL,6,21.0,A,265221.599333446,254404.549013827,202306.75046626647,2028320.79865479
859,493169,10626,412,43,75.21,230.36,GUAGUI,6,57.0,A,265219.712514566,254407.554524874,202304.91930358543,2028323.8412978454
860,493178,10107,413,11,62.03,240.64,GUAGUI,6,35.2,A,265206.586321878,254417.832662354,202291.97995077795,2028334.372195115
861,493184,10111,413,12,64.28,248.32,DACEXC,6,35.6,A,265208.86062885396,254425.48692127198,202294.399704137,2028341.9875957735
862,493185,10112,413,12,64.53,248.37,SLOBER,6,23.9,A,265209.110477916,254425.536279938,202294.65061415726,2028342.0322714604
863,493191,10113,413,13,61.05,250.5,SLOBER,6,27.8,A,265205.642610848,254427.667401971,202291.22109715268,2028344.2298659838
864,493226,10121,413,23,68.67,252.6,DRYGLA,6,21.3,A,265213.260054975,254429.746263208,202298.88170601078,2028346.1662517719
865,493228,10123,413,23,66.08,252.72,ANDINE,6,23.2,A,265210.673883496,254429.87114529,202296.29653517558,2028346.339939787
866,493243,10127,413,31,72.51,240.91,DACEXC,6,29.7,A,265217.053512535,254418.08082098898,202302.45729438047,2028334.423213285
867,493246,10129,413,32,74.44,246.94,MANBID,6,48.7,A,265219.002382649,254424.090281307,202304.5204416032,2028340.3990877378
868,493249,10131,413,33,70.58,251.94,DACEXC,6,61.3,A,265215.165202865,254429.084241391,202300.7753736808,2028345.4679780279
869,493260,10128,413,41,75.2,242.95,GUAGUI,6,21.5,A,265219.747220318,254420.10977174802,202305.1906499758,2028336.4024583374
870,493261,10141,413,41,78.0,243.44,MANBID,6,49.8,A,265222.545281324,254420.592782143,202307.9992776984,2028336.8329875981
871,493263,10138,413,42,75.55,247.27,SLOBER,6,31.3,A,265220.112095868,254424.41713549,202305.63689539657,2028340.705198604
872,493269,10133,413,43,76.28,254.05,MANBID,6,40.6,A,265220.865204836,254431.176939857,202306.51779766654,2028347.4543454195
873,493321,12147,414,31,74.43,263.83,INGLAU,6,20.9,A,265219.052352756,254440.933651691,202304.88787878136,2028357.2503271152
874,493354,12167,414,42,77.74,269.02,DACEXC,6,40.3,A,265222.37642806,254446.102654207,202308.31111158815,2028362.3593855184
875,493355,12168,414,42,79.24,268.94,CORSUL,6,27.0,A,265223.87417349,254446.019855752,202309.80807995092,2028362.2483161415
876,493406,12710,415,14,60.99,297.94,CASARB,6,23.8,A,265205.751094567,254474.97649469,202292.22126192972,2028391.561665655
877,493420,12719,415,22,67.49,286.04,DACEXC,6,32.3,A,265212.20031215803,254463.096278061,202298.44994803728,2028379.5536859971
878,493426,12708,415,23,65.05,291.88,HOMRAC,6,66.6,A,265209.784248764,254468.92505970897,202296.14247511118,2028385.431052201
879,493429,12716,415,23,67.55,291.88,TETBAL,6,36.3,A,265212.28096446,254468.920027355,202298.64040209114,2028385.3789618295
880,493468,12739,415,41,78.38,284.38,TETBAL,6,21.1,A,265223.070112978,254461.41894200002,202309.293822266,2028377.670610927
881,493469,12741,415,41,78.99,280.49,SLOBER,6,22.0,A,265223.66550269,254457.538458185,202309.81638855796,2028373.776876199
882,493488,12735,415,43,77.95,291.96,DACEXC,6,52.8,A,265222.667585743,254468.97887180102,202309.03356556385,2028385.2420813558
883,493510,73085,416,11,60.94,303.46,INGLAU,6,20.4,A,265205.72075542604,254480.48134923898,202292.2946567965,2028397.0699719926
884,493515,13614,416,12,62.72,305.56,DACEXC,6,46.8,A,265207.50587168697,254482.571966056,202294.1201088362,2028399.1280384574
885,493517,13616,416,12,61.75,308.49,ROYBOR,6,36.4,A,265206.547547058,254485.49582602602,202293.21638891211,2028402.0714896407
886,493529,13627,416,13,64.86,310.69,DACEXC,6,48.9,A,265209.661271054,254487.683489433,202296.37297284347,2028404.2016130344
887,493531,74116,416,13,61.22,312.6,SCHMOR,6,21.6,A,265206.032833215,254489.595541171,202292.7786733316,2028406.1830504455
888,493552,13629,416,22,69.91,308.62,DACEXC,6,57.6,A,265214.69728857,254485.609041363,202301.372527597,2028402.0311657477
889,493570,13635,416,31,73.67,303.47,DACEXC,6,45.2,A,265218.434067248,254480.46569686898,202305.0143242699,2028396.8147037036
890,493578,74174,416,32,74.55,308.54,SCHMOR,6,23.8,A,265219.330908914,254485.51992227,202306.00689209288,2028401.8546700473
891,493580,13641,416,33,73.2,314.2,DACEXC,6,42.5,A,265218.00277459,254491.167006968,202304.78449394985,2028407.5297399953
892,493593,13653,416,41,76.65,303.17,TETBAL,6,26.4,A,265221.409087402,254480.16052689397,202307.9851490244,2028396.453303928
893,493599,74333,416,41,79.42,302.41,CECSCH,6,31.2,A,265224.172750507,254479.397050145,202310.73586841964,2028395.6373411226
894,493615,13648,416,44,76.39,318.4,DACEXC,6,36.1,A,265221.203493189,254495.34898539103,202308.06570483436,2028411.6535816344
895,493624,74094,417,11,63.84,320.31,CECSCH,6,21.9,A,265208.67676061,254497.278972442,202295.56879425695,2028413.8206709768
896,493628,74409,417,11,62.13,322.31,CECSCH,6,22.8,A,265206.976106774,254499.276890624,202293.90490575065,2028415.8516868097
897,493635,74456,417,12,61.69,328.9,SCHMOR,6,27.9,A,265206.560078325,254505.849574908,202293.61253609753,2028422.4356505633
898,493659,74718,417,21,67.31,324.0,CECSCH,6,25.0,A,265212.155300943,254500.951795848,202299.1183765052,2028417.4298552272
899,493676,74588,417,24,66.83,336.5,CECSCH,6,20.9,A,265211.720304657,254513.418237382,202298.9181100945,2028429.911016555
900,493690,14418,417,33,74.88,330.44,DACEXC,6,43.8,A,265219.73821710603,254507.358770764,202306.82601250592,2028423.6972650273
901,493731,93593,418,13,64.83,354.02,CECSCH,6,22.3,A,265209.785125477,254530.893873478,202297.31128721545,2028447.4322672954
902,493741,93585,418,14,64.86,356.07,CECSCH,6,30.8,A,265209.822363258,254532.938151042,202297.38707374327,2028449.476912414
903,493782,15107,418,32,70.03,348.57,FICSPP,6,26.6,A,265214.95894744,254525.44845893898,202302.38518397504,2028441.8864914575
904,493789,15108,418,33,70.39,350.89,ROYBOR,6,41.7,A,265215.326710153,254527.76132649998,202302.79673044517,2028444.19363748
905,493795,15112,418,34,70.9,358.06,ALCLAT,6,30.0,A,265215.861492581,254534.91049654398,202303.4665356449,2028451.3364678174
906,493808,15118,418,42,76.01,349.35,BUCTET,6,32.9,A,265220.93386026804,254526.214267207,202308.3776554679,2028442.540089151
907,493819,92457,418,43,78.04,353.53,SCHMOR,6,22.7,A,265222.976031787,254530.378635882,202310.49938238162,2028446.668146393
908,493842,15788,419,13,63.16,370.89,CORSUL,6,21.8,A,265208.177205365,254547.720640585,202296.0196673005,2028464.2981419277
909,493843,15789,419,13,60.76,371.93,ROYBOR,6,40.7,A,265205.784050141,254548.762599193,202293.6448984656,2028465.3857506034
910,493864,93743,419,22,65.62,367.89,CECSCH,6,24.2,A,265210.623324059,254544.723974671,202298.41058597813,2028461.2538052532
911,493868,15794,419,23,68.14,371.98,ROYBOR,6,41.2,A,265213.154532368,254548.797605583,202301.01989603444,2028465.2818601357
912,493876,15802,419,31,73.29,364.39,ROYBOR,6,38.9,A,265218.270823338,254541.21820231603,202305.99601058447,2028457.6020632167
913,493892,15804,419,33,73.63,371.39,ROYBOR,6,39.2,A,265218.635225625,254548.19818409602,202306.49215843488,2028464.578827782
914,493900,145291,419,41,75.55,360.31,CYAARB,6,20.2,A,265220.513370939,254537.14492192198,202308.16296028352,2028453.4843860846
915,493931,16385,420,13,61.98,394.17,DACEXC,6,40.6,A,265207.08139607,254570.938717097,202295.36088929535,2028487.5490175434
916,493933,103466,420,13,60.25,390.7,CECSCH,6,23.5,A,265205.341350828,254567.481783537,202293.554778717,2028484.1230713532
917,493934,16387,420,14,61.79,399.43,TETBAL,6,39.4,A,265206.910317889,254576.184571571,202295.28859382705,2028492.800840618
918,493945,16389,420,24,66.63,399.73,OCOLEU,6,35.4,A,265211.745024432,254576.47400034,202300.13128444634,2028492.9992976726
919,493951,16396,420,31,72.65,381.0,BUCTET,6,92.5,A,265217.690627133,254557.783614207,202305.7277275257,2028474.1870748168
920,493959,16404,420,32,74.79,386.66,LAEPRO,6,46.8,A,265219.847907921,254563.42367373698,202307.99243812927,2028479.7894247598
921,493964,16407,420,34,72.42,395.3,MANBID,6,40.4,A,265217.511692147,254572.044580952,202305.8174841539,2028488.4588731127
922,493973,16416,420,42,78.24,389.24,CASARB,6,20.8,A,265223.302534195,254565.98960319397,202311.49723285012,2028482.2915847744
923,494026,16901,421,23,69.32,410.66,BUCTET,6,106.5,A,265214.47029038396,254587.368397148,202303.06331066607,2028503.8480278333
924,494030,16898,421,24,69.47,419.47,INGLAU,6,23.0,A,265214.651367506,254596.153762213,202303.4100674237,2028512.6345751577
925,494038,16912,421,31,74.58,404.57,MANBID,6,29.4,A,265219.70176162,254581.28462949602,202308.18285275722,2028497.662476671
926,494065,16925,421,41,76.37,404.66,BUCTET,6,43.1,A,265221.489729545,254581.370777753,202309.9733795055,2028497.7149708373
927,494066,16926,421,41,76.37,404.66,BUCTET,6,34.3,A,265221.489729545,254581.370777753,202309.9733795055,2028497.7149708373
928,494079,105259,422,12,64.03,428.79,CECSCH,6,36.1,A,265209.251598756,254605.458971018,202298.18285773316,2028522.0464253675
929,494085,17481,422,14,61.4,439.38,DACEXC,6,66.8,A,265206.662646758,254616.02501574802,202295.791699845,2028532.6667935066
930,494092,17491,422,21,68.03,424.88,DACEXC,6,24.3,A,265213.232463955,254601.55171856898,202302.0921616761,2028518.062098211
931,494095,17489,422,22,69.71,428.19,LAEPRO,6,42.1,A,265214.922006907,254604.84919469198,202303.84473883058,2028521.3294547338
932,494102,17486,422,23,66.11,433.65,INGLAU,6,28.6,A,265211.346118487,254610.30136090398,202300.36974209332,2028526.8518707994
933,494125,17495,422,33,74.38,434.84,INGLAU,6,47.9,A,265219.609478331,254611.471427125,202308.65947728354,2028527.8668015723
934,494138,17504,422,41,75.98,422.48,LAEPRO,6,32.8,A,265221.163500227,254599.14234441897,202309.9819344862,2028515.5019807196
935,494151,108265,422,44,78.03,435.27,SCHMOR,6,26.0,A,265223.256209682,254611.89289223801,202312.31605958228,2028528.2197536742
936,494178,123296,423,12,60.08,445.45,SLOBER,6,27.1,A,265205.365928461,254622.080907647,202294.60844480438,2028538.7502937934
937,494179,123301,423,12,64.64,448.31,CECSCH,6,20.3,A,265209.930090462,254624.923829386,202299.2285777693,2028541.5086770575
938,494187,18022,423,13,62.37,452.86,OCOFLO,6,43.6,A,265207.679224429,254629.465831781,202297.06214238523,2028546.0954797394
939,494208,18035,423,21,65.54,443.47,SLOBER,6,22.4,A,265210.811726838,254620.09538569397,202300.01966858632,2028536.6610906678
940,494229,18031,423,23,68.16,453.18,GUTCAR,6,22.8,A,265213.462753933,254629.773293016,202302.85449206375,2028546.2940932815
941,494248,18040,423,31,71.5,443.2,SLOBER,6,26.6,A,265216.762938597,254619.814134293,202305.96869202523,2028536.267523592
942,494260,123157,423,33,70.41,452.21,CASARB,6,22.4,A,265215.706354704,254628.801443012,202305.08094878355,2028545.2794473856
943,494309,18052,423,44,75.57,459.65,DACEXC,6,51.5,A,265220.88598678604,254636.210507143,202310.40293667268,2028552.5947601644
944,494311,18054,423,44,78.22,457.21,CASARB,6,26.9,A,265223.523843789,254633.771912064,202312.99621024122,2028550.1051711126
945,494312,18055,423,44,76.66,457.14,INGLAU,6,21.8,A,265221.96564470604,254633.705245592,202311.43593973655,2028550.0678388947
946,494339,122580,424,11,64.69,463.2,CASARB,6,20.8,A,265210.032882046,254639.772602943,202299.6112945071,2028556.3632799825
947,494354,122773,424,13,61.93,474.34,DACEXC,6,35.9,A,265207.316053249,254650.887390269,202297.10253849486,2028567.5350884008
948,494395,18732,424,23,67.92,474.69,TETBAL,6,27.6,A,265213.299426504,254651.224366056,202303.0953927423,2028567.7594643126
949,494396,18734,424,23,69.3,471.89,TABHET,6,23.2,A,265214.66767398803,254648.429321724,202304.4116741795,2028564.9371690569
950,494415,18740,424,31,72.22,461.87,DACEXC,6,28.9,A,265217.54826842103,254638.43111891602,202307.1053271328,2028554.8794430995
951,494452,18747,424,42,75.26,469.18,LAEPRO,6,41.0,A,265220.610224113,254645.71480954,202310.30616851227,2028562.109230706
952,494483,19194,425,11,61.03,483.92,SYZJAM,6,32.8,A,265206.45124316396,254660.44274220397,202296.4173780767,2028577.1117386464
953,494505,19196,425,13,62.73,494.5,BUCTET,6,84.7,A,265208.186567253,254670.990098515,202298.35241023364,2028587.6319038623
954,494516,19199,425,14,61.14,499.03,ALCFLO,6,39.4,A,265206.614736892,254675.51078735,202296.8649655439,2028592.1845837878
955,494525,19208,425,21,68.93,480.41,TETBAL,6,23.2,A,265214.328404789,254656.926534492,202304.23238522827,2028573.4452206409
956,494540,19203,425,23,66.56,491.42,MANBID,6,46.9,A,265212.00060216,254667.910895828,202302.1104020251,2028584.4792022198
957,494562,19211,425,32,70.39,485.43,BUCTET,6,67.0,A,265215.804307003,254661.929730486,202305.80336114689,2028578.4232150777
958,494563,19212,425,32,72.42,485.78,MATDOM,6,21.0,A,265217.832882596,254662.274677523,202307.83949934767,2028578.730107261
959,494584,19215,425,34,73.03,495.97,BUCTET,6,122.9,A,265218.4782542,254672.43530511102,202308.67671971617,2028588.8838844616
960,494604,122984,425,42,77.84,486.42,MANBID,6,21.3,A,265223.248034129,254662.901999714,202313.26930679852,2028579.2556909458
961,494620,19217,425,44,76.13,497.11,MATDOM,6,20.3,A,265221.578228492,254673.565916341,202311.79962540622,2028589.9566573831
962,494636,575,501,11,81.73,-0.14,CECSCH,6,28.4,A,265225.405708622,254177.67803555398,202306.28331370058,2028093.737257678
963,494658,142,501,13,80.54,13.49,MANBID,6,49.8,A,265224.26565641,254191.27278524602,202305.3988555256,2028107.3606040303
964,494669,143,501,14,80.59,17.52,TETBAL,6,30.5,A,265224.32989662,254195.291553843,202305.538862544,2028111.3802645947
965,494674,150,501,21,85.02,3.7,INGLAU,6,22.0,A,265228.705017903,254181.50080699398,202309.65638835612,2028097.4998543488
966,494688,149,501,22,86.69,7.28,DACEXC,6,51.0,A,265230.38553245197,254185.06755751302,202311.40499677218,2028101.036801861
967,494699,147,501,23,87.66,14.27,TETBAL,6,22.3,A,265231.379071595,254192.03629876,202312.530380479,2028107.9904656522
968,494700,148,501,23,89.31,10.2,MANBID,6,30.5,A,265233.012456064,254187.97421864103,202314.08807013545,2028103.8954796565
969,494710,129873,501,23,85.61,13.42,CECSCH,6,21.8,A,265229.328747352,254191.192772969,202310.46308749745,2028107.1851366526
970,494720,146,501,24,88.76,17.45,MANBID,6,27.5,A,265232.488915025,254195.20530144603,202313.70052396064,2028111.1402112744
971,494749,159,501,42,96.98,9.75,DACEXC,6,33.5,A,265240.67078238603,254187.510022265,202321.74165479897,2028103.286720603
972,494750,161,501,42,99.72,8.67,DACEXC,6,26.8,A,265243.403348951,254186.42748973603,202324.45525052486,2028102.1521271223
973,494761,153,501,43,98.83,11.79,DACEXC,6,57.6,A,265242.525593696,254189.540663895,202323.63570339116,2028105.283470777
974,494762,154,501,43,98.78,12.19,TETBAL,6,22.8,A,265242.477079322,254189.93965975198,202323.59468265518,2028105.6835895746
975,494763,155,501,43,97.39,14.71,ALCLAT,6,28.9,A,265241.09785101697,254192.45549756603,202322.2621435242,2028108.226734675
976,494806,1139,502,21,85.14,23.17,GUAGUI,6,29.7,A,265228.89397584,254200.916789803,202310.21133660822,2028116.9224338208
977,494811,1144,502,22,86.0,27.66,TETBAL,6,21.2,A,265229.768784867,254205.392657408,202311.17095077242,2028121.3841572166
978,494819,1147,502,24,87.29,37.34,DACEXC,6,34.0,A,265231.09145271697,254215.043324803,202312.67617736128,2028131.0149475124
979,494839,11566,502,32,94.0,26.52,CECSCH,6,21.5,A,265237.754228265,254204.23970252398,202319.13884405262,2028120.080113876
980,494840,1151,502,33,91.36,31.97,GUAGUI,6,48.6,A,265235.137043174,254209.679963931,202316.6228115089,2028125.5725418052
981,494848,1148,502,34,91.01,36.61,MANBID,6,31.0,A,265234.803974282,254214.30785289998,202316.37678099825,2028130.2091282965
982,494855,1158,502,41,97.16,20.59,DACEXC,6,52.5,A,265240.889026293,254198.319720134,202322.1637201638,2028114.097959872
983,494877,2131,503,11,83.48,42.94,ALCLAT,6,23.5,A,265227.306337157,254220.635527056,202308.99446702504,2028136.681405963
984,494878,8297,503,11,84.76,40.13,INGLAU,6,20.2,A,265228.574680515,254217.830711638,202310.21061698085,2028133.8512212064
985,494885,2134,503,12,81.69,49.9,GUAGUI,6,63.1,A,265225.543395677,254227.579906881,202307.36147080408,2028143.6626415844
986,494890,2135,503,13,82.47,52.49,MATDOM,6,40.0,A,265226.33156508603,254230.161183273,202308.1986970568,2028146.2304152204
987,494913,2137,503,23,86.96,50.47,DACEXC,6,37.3,A,265230.808495778,254228.13772435198,202312.63983742782,2028144.1215293803
988,494949,2145,503,34,94.99,59.41,DACEXC,6,67.3,A,265238.859682255,254237.036868378,202320.86294117954,2028152.8736025414
989,494950,2146,503,34,93.38,58.11,TETBAL,6,20.9,A,265237.247182541,254235.743699782,202319.2252280239,2028151.610145394
990,494951,2147,503,34,92.05,57.28,BUCTET,6,51.9,A,265235.915983415,254234.918669433,202317.87778473797,2028150.8097701808
991,494963,2156,503,41,97.54,40.94,MANBID,6,32.0,A,265241.340766531,254218.61274904103,202322.99811840313,2028134.3930900965
